web-scraper-order,web-scraper-start-url,info-box,info-box-href,name,mbti-evsi,mbti-svsn,mbti-tvsf,mbti-pvsj,enneagram-finder,insticnt-variant
"1615572676-2943","https://www.personality-database.com/personality_type/5","217 / 100   9   42  ESFP7w6Eric Effiong   Sex Education","https://www.personality-database.com/profile/24127/eric-effiong-sex-education-mbti-personality-type","","E","S","F","P","7w6","so/sx"
"1615567342-1505","https://www.personality-database.com/personality_type/11","468 / 188   302   327  INFP6w7Timothée Chalamet   Actors (USA)","https://www.personality-database.com/profile/16722/timothe-chalamet-actors-usa-mbti-personality-type","","I","N","F","P","6w7","sx/sp"
"1615562016-103","https://www.personality-database.com/personality_type/16","111 / 22   16   26  ENTJ3w4Emma Frost   Marvel Comics","https://www.personality-database.com/profile/8597/emma-frost-marvel-comics-mbti-personality-type","","E","N","T","J","3w4","sp/so"
"1615562463-241","https://www.personality-database.com/personality_type/16","298 / 83   29   67  ENTJ3w4Spencer Hastings   Pretty Little Liars","https://www.personality-database.com/profile/1464/spencer-hastings-pretty-little-liars-mbti-personality-type","","E","N","T","J","3w4","sp/sx"
"1615573587-3259","https://www.personality-database.com/personality_type/4","280 / 87   76   40  ESFJ7w6Jimmy Fallon   Hosts & Presenters","https://www.personality-database.com/profile/1372/jimmy-fallon-hosts-presenters-mbti-personality-type","","E","S","F","J","7w6","so/sp"
"1615571622-2605","https://www.personality-database.com/personality_type/6","123 / 48   85   27  ISFP6w7June Lapine (Shoe0nHead)   Social, Cultural & Political Commentators","https://www.personality-database.com/profile/14809/june-lapine-shoe0nhead-social-cultural-political-commentators-mbti-personality-type","","I","S","F","P","6w7","so/sx"
"1615564581-844","https://www.personality-database.com/personality_type/13","130 / 54   51   34  INTP5w6Adam Smith   Economics","https://www.personality-database.com/profile/12000/adam-smith-economics-mbti-personality-type","","I","N","T","P","5w6","so/sp"
"1615568916-1907","https://www.personality-database.com/personality_type/9","162 / 61   59   52  INFJ1w9Zaheer   The Legend of Korra (2012)","https://www.personality-database.com/profile/2595/zaheer-the-legend-of-korra-2012-mbti-personality-type","","I","N","F","J","1w9","sx/sp"
"1615570431-2267","https://www.personality-database.com/personality_type/8","434 / 162   34   89  ISTP3w4Disgust   Inside Out (2015)","https://www.personality-database.com/profile/863/disgust-inside-out-2015-mbti-personality-type","","I","S","T","P","3w4","sp/so"
"1615573029-3052","https://www.personality-database.com/personality_type/4","69 / 34   1   22  ESFJ2w1Tensei Iida “Ingenium”   Boku no Hero Academia","https://www.personality-database.com/profile/10917/tensei-iida-ingenium-boku-no-hero-academia-mbti-personality-type","","E","S","F","J","2w1","so/sp"
"1615566459-1298","https://www.personality-database.com/personality_type/11","127 / 59   34   86  INFP4w3Andy Warhol   Artists","https://www.personality-database.com/profile/4979/andy-warhol-artists-mbti-personality-type","","I","N","F","P","4w3","sp/sx"
"1615574751-3664","https://www.personality-database.com/personality_type/2","107 / 48   13   56  ESTJ1w2Dia Kurosawa   Love Live! Sunshine!!","https://www.personality-database.com/profile/5949/dia-kurosawa-love-live-sunshine-mbti-personality-type","","E","S","T","J","1w2","so/sp"
"1615561899-61","https://www.personality-database.com/personality_type/16","91 / 34   60   32  ENTJ7w8Connor Colquhoun (CDawgVA)   Internet Personalities (Other)","https://www.personality-database.com/profile/74999/connor-colquhoun-cdawgva-internet-personalities-other-mbti-personality-type","","E","N","T","J","7w8","so/sx"
"1615575249-3831","https://www.personality-database.com/personality_type/1","105 / 46   17   42  ISTJ1w9Pakunoda   Hunter X Hunter","https://www.personality-database.com/profile/7314/pakunoda-hunter-x-hunter-mbti-personality-type","","I","S","T","J","1w9","sp/so"
"1615563817-619","https://www.personality-database.com/personality_type/14","178 / 121   39   66  ENTP5w4Eloise Bridgerton   Bridgerton (2020)","https://www.personality-database.com/profile/240167/eloise-bridgerton-bridgerton-2020-mbti-personality-type","","E","N","T","P","5w4","sp/so"
"1615575526-3939","https://www.personality-database.com/personality_type/1","178 / 91   21   47  ISTJ5w6Mirai Sasaki ""Sir Nighteye""   Boku no Hero Academia","https://www.personality-database.com/profile/23429/mirai-sasaki-sir-nighteye-boku-no-hero-academia-mbti-personality-type","","I","S","T","J","5w6","sp/so"
"1615563605-556","https://www.personality-database.com/personality_type/14","134 / 46   121   14  ENTP6w7Monark   Gaming","https://www.personality-database.com/profile/58469/monark-gaming-mbti-personality-type","","E","N","T","P","6w7","sx/so"
"1615572452-2871","https://www.personality-database.com/personality_type/5","146 / 51   8   22  ESFP9w8Pumbaa   The Lion King (Franchise)","https://www.personality-database.com/profile/870/pumbaa-the-lion-king-franchise-mbti-personality-type","","E","S","F","P","9w8","sx/so"
"1615564950-949","https://www.personality-database.com/personality_type/13","253 / 107   94   68  INTP5w4Bogdan Yakubets   Psychology & Personal Development","https://www.personality-database.com/profile/30615/bogdan-yakubets-psychology-personal-development-mbti-personality-type","","I","N","T","P","5w4","so/sx"
"1615573116-3088","https://www.personality-database.com/personality_type/4","79 / 25    11  ESFJ2w1Hilda Spellman   Chilling Adventures of Sabrina (2018)","https://www.personality-database.com/profile/18297/hilda-spellman-chilling-adventures-of-sabrina-2018-mbti-personality-type","","E","S","F","J","2w1","null"
"1615570281-2233","https://www.personality-database.com/personality_type/8","300 / 118   64   118  ISTP8w9Kirishima Touka   Tokyo Ghoul","https://www.personality-database.com/profile/3142/kirishima-touka-tokyo-ghoul-mbti-personality-type","","I","S","T","P","8w9","sp/sx"
"1615568544-1808","https://www.personality-database.com/personality_type/9","99 / 25   1   30  INFJ1w9Charles Xavier ""Professor X""   Marvel Comics","https://www.personality-database.com/profile/2014/charles-xavier-professor-x-marvel-comics-mbti-personality-type","","I","N","F","J","1w9","sp/so"
"1615563863-629","https://www.personality-database.com/personality_type/14","185 / 100   10   46  ENTP8w7Louise Belcher   Bob's Burgers (2011)","https://www.personality-database.com/profile/4848/louise-belcher-bobs-burgers-2011-mbti-personality-type","","E","N","T","P","8w7","sp/sx"
"1615574522-3574","https://www.personality-database.com/personality_type/2","71 / 30   7   20  ESTJ1w9Earl of Lemongrab   Adventure Time (2010)","https://www.personality-database.com/profile/28143/earl-of-lemongrab-adventure-time-2010-mbti-personality-type","","E","S","T","J","1w9","so/sx"
"1615572137-2770","https://www.personality-database.com/personality_type/6","469 / 205   135   192  ISFP9w8Ai Ohto   Wonder Egg Priority","https://www.personality-database.com/profile/237842/ai-ohto-wonder-egg-priority-mbti-personality-type","","I","S","F","P","9w8","sp/sx"
"1615573894-3364","https://www.personality-database.com/personality_type/3","102 / 38   6   32  ISFJ1w2Mumen Rider   One Punch Man","https://www.personality-database.com/profile/6735/mumen-rider-one-punch-man-mbti-personality-type","","I","S","F","J","1w2","so/sx"
"1615565347-1035","https://www.personality-database.com/personality_type/13","978 / 324   438   522  INTP6w5Kakashi Hatake   Naruto Shippūden","https://www.personality-database.com/profile/1207/kakashi-hatake-naruto-shippden-mbti-personality-type","","I","N","T","P","6w5","sp/so"
"1615563988-663","https://www.personality-database.com/personality_type/14","225 / 92   45   118  ENTP7w8Discord   My Little Pony: Friendship Is Magic (2010)","https://www.personality-database.com/profile/1584/discord-my-little-pony-friendship-is-magic-2010-mbti-personality-type","","E","N","T","P","7w8","sp/sx"
"1615574831-3696","https://www.personality-database.com/personality_type/2","128 / 72   13   20  ESTJ8w7Heather Chandler   Heathers (1989)","https://www.personality-database.com/profile/2780/heather-chandler-heathers-1989-mbti-personality-type","","E","S","T","J","8w7","so/sx"
"1615571611-2602","https://www.personality-database.com/personality_type/6","123 / 46   29   13  ISFP6w7Diana, Princess of Wales   The Crown (2016)","https://www.personality-database.com/profile/216324/diana-princess-of-wales-the-crown-2016-mbti-personality-type","","I","S","F","P","6w7","sx/so"
"1615573460-3221","https://www.personality-database.com/personality_type/4","184 / 67   58   14  XXXX8w9Mônica   Monica's Gang (Turma da Mônica)","https://www.personality-database.com/profile/29805/mnica-monicas-gang-turma-da-mnica-mbti-personality-type","","E","S","F","J","8w9","so/sx"
"1615567992-1676","https://www.personality-database.com/personality_type/10","143 / 45   45   59  ENFJ7w8Ezio Auditore da Firenze   Assassin's Creed","https://www.personality-database.com/profile/4027/ezio-auditore-da-firenze-assassins-creed-mbti-personality-type","","E","N","F","J","7w8","sx/so"
"1615574786-3678","https://www.personality-database.com/personality_type/2","118 / 55   33   11  ESTJ3w4Osman   Love 101 (Aşk 101)","https://www.personality-database.com/profile/125616/osman-love-101-ak-101-mbti-personality-type","","E","S","T","J","3w4","so/sx"
"1615569655-2072","https://www.personality-database.com/personality_type/8","116 / 60   8   26  ISTP8w7Raúl Álvarez (AuronPlay)   General Vloggers","https://www.personality-database.com/profile/53147/ral-lvarez-auronplay-general-vloggers-mbti-personality-type","","I","S","T","P","8w7","so/sp"
"1615570697-2324","https://www.personality-database.com/personality_type/7","115 / 28   61   16  ESTP7w8Andrea Botez   Chess","https://www.personality-database.com/profile/188123/andrea-botez-chess-mbti-personality-type","","E","S","T","P","7w8","so/sp"
"1615565928-1180","https://www.personality-database.com/personality_type/12","209 / 53   40   62  ENFP9w1Chris Martin   Musicians (United Kingdom & Ireland)","https://www.personality-database.com/profile/952/chris-martin-musicians-united-kingdom-ireland-mbti-personality-type","","E","N","F","P","9w1","sx/so"
"1615564229-732","https://www.personality-database.com/personality_type/14","419 / 200   47   177  ENTP9w8Jake The Dog   Adventure Time (2010)","https://www.personality-database.com/profile/1260/jake-the-dog-adventure-time-2010-mbti-personality-type","","E","N","T","P","9w8","sx/so"
"1615569438-2022","https://www.personality-database.com/personality_type/9","543 / 194   123   254  INFJ6w5Obi-Wan Kenobi   Star Wars","https://www.personality-database.com/profile/41/obiwan-kenobi-star-wars-mbti-personality-type","","I","N","F","J","6w5","so/sp"
"1615573485-3230","https://www.personality-database.com/personality_type/4","198 / 89   16   28  ESFJ2w3Claire Standish   The Breakfast Club (1985)","https://www.personality-database.com/profile/2922/claire-standish-the-breakfast-club-1985-mbti-personality-type","","E","S","F","J","2w3","so/sp"
"1615563775-607","https://www.personality-database.com/personality_type/14","169 / 64   67   56  ENTP5w4Shigure Sohma   Fruits Basket","https://www.personality-database.com/profile/15051/shigure-sohma-fruits-basket-mbti-personality-type","","E","N","T","P","5w4","sx/sp"
"1615571423-2534","https://www.personality-database.com/personality_type/7","605 / 237   800   39  ESTP8w9Jair Bolsonaro   Government (Latin America)","https://www.personality-database.com/profile/14751/jair-bolsonaro-governmentlatin-america-mbti-personality-type","","E","S","T","P","8w9","sx/so"
"1615564483-810","https://www.personality-database.com/personality_type/13","110 / 49   14   60  INTP9w1Nanachi   Made in Abyss","https://www.personality-database.com/profile/9770/nanachi-made-in-abyss-mbti-personality-type","","I","N","T","P","9w1","sp/so"
"1615575417-3898","https://www.personality-database.com/personality_type/1","131 / 71   41   50  ISTJ8w9Robert de Niro   Actors (USA)","https://www.personality-database.com/profile/1766/robert-de-niro-actors-usa-mbti-personality-type","","I","S","T","J","8w9","sp/sx"
"1615569453-2025","https://www.personality-database.com/personality_type/9","586 / 235   175   218  INFJ1w2Lisa Simpson   The Simpsons (1989)","https://www.personality-database.com/profile/1293/lisa-simpson-the-simpsons-1989-mbti-personality-type","","I","N","F","J","1w2","so/sp"
"1615571154-2450","https://www.personality-database.com/personality_type/7","196 / 64   108   51  ESTP7w6Lucas (WayV)   K-Pop","https://www.personality-database.com/profile/24935/lucas-wayv-kpop-mbti-personality-type","","E","S","T","P","7w6","so/sx"
